Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
0.01064106,0.01996264,0.02711248,-0.0907338,329.8376,273.4133,351.4605,-0.2450494,-0.2961669,-0.1007806,333.8655,292.0045,354.5105
0.02236159,0.02077214,0.02731044,-0.09069563,329.8256,273.2887,351.4974,-0.2416739,-0.2968412,-0.1019883,331.9847,292.5275,354.9327
0.03373055,0.02154288,0.02749546,-0.09069789,329.797,273.2137,351.5355,-0.2393891,-0.2971232,-0.1025514,331.075,293.4721,356.1042
0.05940052,0.02194156,0.02769166,-0.09056481,329.7211,273.0782,351.678,-0.2387259,-0.2978447,-0.1005518,331.1613,293.0171,356.9285
0.06661402,0.02410865,0.02817898,-0.09065533,329.6969,272.799,351.7657,-0.2362094,-0.298597,-0.09782276,331.4903,292.7596,356.7035
0.07792041,0.02496121,0.02837697,-0.09067426,329.649,272.7502,351.8383,-0.2356523,-0.2994685,-0.09587513,332.8565,292.3103,356.0186
0.08897278,0.02578693,0.02853901,-0.09060276,329.5241,272.59,351.8868,-0.2355018,-0.3004326,-0.09396899,334.143,292.7011,355.9537
0.1000601,0.02661853,0.02860056,-0.09044634,329.4613,272.499,352.015,-0.2353355,-0.3014216,-0.09220049,335.3586,292.8013,356.2244
0.111329,0.02743473,0.02865589,-0.09039252,329.3689,272.5623,352.0073,-0.2352692,-0.3027385,-0.08996769,336.5845,293.007,355.9791
0.1225199,0.02832077,0.02875628,-0.09019096,329.3423,272.4701,352.1182,-0.2350961,-0.3041584,-0.08765554,337.5169,293.4748,355.3465
0.1332528,0.02906873,0.02885674,-0.08999314,329.3168,272.4405,352.2005,-0.2348266,-0.3054863,-0.08582889,338.0235,293.7668,354.8745
0.1444664,0.02982816,0.02891113,-0.08981194,329.254,272.3949,352.2556,-0.234763,-0.3066524,-0.08425936,338.162,293.3452,354.3081
0.1554907,0.03050974,0.0289401,-0.08950798,329.2398,272.2852,352.3933,-0.2342562,-0.3078689,-0.08369131,337.7952,291.2223,353.5932
0.1669907,0.03142388,0.0290599,-0.08933388,329.2823,272.2534,352.4008,-0.2338987,-0.309156,-0.08353046,337.0742,288.7408,352.848
0.1779945,0.03220646,0.02913439,-0.08895225,329.2598,272.1461,352.4437,-0.2340542,-0.3104307,-0.08261881,337.1469,286.8958,351.6041
0.1891734,0.03306771,0.02923049,-0.0885478,329.2437,272.0547,352.4832,-0.2335657,-0.3122722,-0.0821434,337.6127,286.6984,350.6411
0.1998947,0.03388575,0.02936054,-0.08808574,329.1845,271.9727,352.434,-0.2329787,-0.313929,-0.08244283,337.4219,286.795,350.7412
0.2113018,0.03478116,0.02947056,-0.08764746,329.1341,271.9867,352.4673,-0.232725,-0.3149388,-0.08240498,337.0912,286.5752,351.0375
0.2222782,0.03556649,0.02959528,-0.08716181,329.0247,271.9496,352.4166,-0.2328736,-0.3158988,-0.08271339,336.8477,286.4781,351.597
0.2332529,0.03645673,0.0297714,-0.08671694,329.0462,271.9271,352.3388,-0.2334651,-0.3170339,-0.08371138,337.0694,285.8965,352.5116
0.2448375,0.03724533,0.02982121,-0.08618151,329.0214,271.8537,352.3315,-0.2341491,-0.3179841,-0.08485977,337.598,284.9684,353.4366
0.2559049,0.03785167,0.02987356,-0.08575428,329.056,271.8383,352.3696,-0.235132,-0.3188508,-0.08661777,338.2554,284.0981,354.7098
0.2668177,0.03888304,0.02997017,-0.08519477,329.0186,271.7717,352.2795,-0.23614,-0.3196841,-0.08846472,338.8531,283.4402,355.8568
0.2777796,0.03964719,0.02997181,-0.08461665,328.9861,271.7033,352.3959,-0.237218,-0.3206429,-0.09025912,339.5514,283.0865,356.2397
0.2888741,0.04042722,0.03001259,-0.08410034,328.9583,271.7081,352.3251,-0.2381598,-0.3217314,-0.09194639,340.1153,282.8871,356.0838
0.300063,0.04116039,0.03005396,-0.08359894,328.9323,271.6933,352.3353,-0.2391644,-0.3226991,-0.09376747,340.4603,282.7253,355.8373
0.3112868,0.04214502,0.03011046,-0.08297314,328.8683,271.6441,352.3188,-0.2401417,-0.3235807,-0.0955141,341.0181,282.7578,355.6981
0.3225224,0.04283025,0.0300738,-0.08231048,328.7702,271.5614,352.3667,-0.2410318,-0.3243436,-0.09748778,341.6792,282.7196,355.6633
0.3338353,0.04341224,0.03008438,-0.08175554,328.7368,271.5851,352.3384,-0.2416641,-0.3251791,-0.09951195,342.1105,282.0678,355.7938
0.3446926,0.04394479,0.03012513,-0.08126884,328.7536,271.5654,352.299,-0.2423581,-0.3257214,-0.1019548,342.4878,281.1808,355.9749
0.3552845,0.04425409,0.03015241,-0.08083003,328.8216,271.5292,352.2932,-0.2433946,-0.3261247,-0.1041377,342.8982,280.6572,355.5338
0.3669996,0.04450312,0.0301518,-0.08035367,328.8589,271.519,352.3097,-0.2444623,-0.3263031,-0.1064761,342.8297,280.1911,354.7248
0.3780758,0.04464166,0.03017777,-0.08001405,328.8648,271.5483,352.2821,-0.245528,-0.3259056,-0.1095038,342.7566,279.525,354.7159
0.3890801,0.04596273,0.03031701,-0.07892714,328.9704,271.4828,352.2135,-0.2466501,-0.3247077,-0.1134621,342.8429,278.2219,355.7068
0.3998796,0.04641075,0.0303539,-0.07844128,328.953,271.472,352.1648,-0.2475763,-0.3235478,-0.1173928,343.0309,276.9456,356.8064
0.4114215,0.04659285,0.03038394,-0.07792326,328.9545,271.5049,352.1469,-0.2484148,-0.3223725,-0.1212762,343.1123,275.7266,357.6727
0.4221576,0.04694332,0.03042997,-0.07745711,328.9588,271.5171,352.0989,-0.2490645,-0.3212466,-0.1249833,343.01,274.6973,358.0554
0.4334799,0.0475228,0.03051449,-0.07668497,328.985,271.5226,352.0218,-0.2495569,-0.320206,-0.1283459,342.7499,273.8864,357.9485
0.4443238,0.04757084,0.0304889,-0.07626566,328.9497,271.5532,352.0069,-0.2499473,-0.3190359,-0.1318036,342.2922,273.1676,357.8424
0.4555548,0.04811231,0.03057559,-0.07554515,329.111,271.5697,352.0046,-0.2503983,-0.317641,-0.1354776,341.8571,272.1129,358.1889
0.4665867,0.04801512,0.0305667,-0.07522804,329.0776,271.5844,351.976,-0.2507991,-0.3161564,-0.1391985,341.2276,271.0352,358.472
0.4778507,0.04834317,0.03062511,-0.07466692,329.1531,271.5816,351.9581,-0.2513313,-0.3147077,-0.1430131,340.7015,269.9203,359.0023
0.4891653,0.04869276,0.0307017,-0.07405522,329.2421,271.5732,351.9442,-0.2519965,-0.3134812,-0.1466049,340.4718,268.9258,359.5046
0.4999188,0.0488728,0.03074624,-0.07373089,329.2719,271.5568,351.9696,-0.2527655,-0.3124357,-0.1500707,340.4997,268.2216,359.7481
0.5111435,0.04925046,0.0308615,-0.07320292,329.3228,271.5192,351.89,-0.2536195,-0.3114324,-0.1537255,340.6186,267.2926,0.1014486
0.5222363,0.04915563,0.03085644,-0.07300475,329.2918,271.4984,351.9199,-0.254506,-0.3103784,-0.1576701,340.6654,265.9987,0.5553817
0.5333063,0.04923362,0.03089762,-0.07263099,329.2693,271.4875,351.8844,-0.2551996,-0.3091847,-0.16161,340.201,264.5895,0.618633
0.5443248,0.04940314,0.03094619,-0.07221144,329.2639,271.4531,351.8676,-0.2558249,-0.3079425,-0.1657195,339.4404,263.2622,0.9125224
0.5556992,0.04941814,0.03097358,-0.07200033,329.2899,271.4684,351.8698,-0.2565143,-0.3068611,-0.1700277,338.87,261.7429,1.643389
0.5668858,0.04976206,0.0310357,-0.0715156,329.3152,271.4081,351.8445,-0.2571838,-0.3059425,-0.1740666,338.4427,260.4285,2.036026
0.5779325,0.04983389,0.03109173,-0.07120279,329.3382,271.4017,351.818,-0.2576976,-0.3056867,-0.1771374,338.0697,259.7743,1.709056
0.5894735,0.05000139,0.03114289,-0.07084559,329.3388,271.3445,351.8258,-0.2585573,-0.3057508,-0.179959,338.0622,259.4653,1.172733
0.6000566,0.05023898,0.03125856,-0.07043309,329.3802,271.2969,351.8106,-0.2593149,-0.3059525,-0.1826694,338.0259,259.0586,0.4624278
0.6113396,0.05042582,0.03133794,-0.07003903,329.3625,271.2313,351.8063,-0.2596053,-0.3058484,-0.1854057,337.7873,258.5492,359.7852
0.622099,0.05050649,0.03143477,-0.06968747,329.3452,271.2072,351.7936,-0.2596558,-0.3055092,-0.1883122,337.4881,258.0931,359.5114
0.6332282,0.05065484,0.03151686,-0.06927212,329.2795,271.1467,351.7914,-0.2594948,-0.3052201,-0.1911288,337.0262,257.7875,359.6165
0.6441611,0.05067557,0.03158651,-0.06900087,329.2801,271.1442,351.7736,-0.2597193,-0.3050894,-0.1947381,337.0847,257.3636,0.164155
0.6551654,0.05079248,0.03167312,-0.0686572,329.2553,271.1024,351.7627,-0.2597598,-0.3047754,-0.1994291,337.218,255.6785,1.28088
0.6664656,0.05106051,0.03177849,-0.06816489,329.2605,270.9608,351.7766,-0.2596058,-0.3042147,-0.2040772,337.0367,253.9368,2.000098
0.6775584,0.05105076,0.03183906,-0.06782667,329.2318,270.9214,351.7343,-0.2589029,-0.3033036,-0.2088615,336.5421,252.4389,3.027654
0.6884796,0.05101668,0.0318694,-0.06759626,329.2129,270.8922,351.718,-0.2580587,-0.3024222,-0.2132553,335.7784,251.0662,3.921262
0.6998708,0.05102184,0.03196033,-0.06725679,329.2319,270.82,351.689,-0.2574948,-0.3018179,-0.2175763,335.1518,249.9822,4.61434
0.7107912,0.05098678,0.03203464,-0.06685154,329.2193,270.7157,351.6693,-0.2574022,-0.3018056,-0.2219304,334.8564,248.6354,5.032404
0.7214089,0.05094066,0.03208562,-0.06661958,329.2251,270.6669,351.636,-0.2576786,-0.3022599,-0.2259574,334.8405,247.4322,4.758835
0.7324781,0.05074198,0.03209054,-0.06641758,329.2673,270.6663,351.6536,-0.2582094,-0.3030589,-0.2302068,335.1689,246.2739,4.290895
0.7437423,0.0505528,0.03206714,-0.06618423,329.2465,270.6389,351.66,-0.25892,-0.304291,-0.2351193,336.2025,244.7264,4.36888
0.7546835,0.05053119,0.03212229,-0.06585801,329.2851,270.5797,351.6424,-0.2594161,-0.3054598,-0.2399922,337.5695,243.2292,4.836788
0.7661224,0.05039053,0.0321366,-0.06552796,329.2643,270.5272,351.6258,-0.2594933,-0.3064127,-0.2439706,339.2087,242.6401,5.205284
0.7774937,0.05024384,0.03214559,-0.06534557,329.2814,270.5224,351.6195,-0.2585174,-0.3053317,-0.2463508,338.5129,243.4775,6.592254
0.7882027,0.05038809,0.03224859,-0.06485413,329.3208,270.3656,351.5898,-0.2570971,-0.3052672,-0.2500241,337.4258,243.3617,9.165389
0.7997853,0.05026608,0.03229327,-0.06448126,329.3177,270.2916,351.5886,-0.2564082,-0.306257,-0.253687,337.0957,242.9182,10.54319
0.8108078,0.05025966,0.03234272,-0.0643344,329.3285,270.2625,351.5603,-0.2565899,-0.3074907,-0.2569274,338.0799,242.1463,9.903369
0.8221161,0.05023479,0.03240336,-0.06402191,329.3323,270.1891,351.5515,-0.2563665,-0.3088399,-0.2594068,338.3346,241.3291,8.336265
0.8337593,0.05011952,0.03240789,-0.06376921,329.2776,270.1536,351.5509,-0.2559285,-0.3098891,-0.2618629,337.9175,240.7416,7.54525
0.8438904,0.05022146,0.03248023,-0.06346206,329.2708,270.0507,351.5348,-0.255445,-0.3109821,-0.2645573,337.6479,240.5248,7.335516
0.8550204,0.05029622,0.03257533,-0.06315114,329.3033,269.9763,351.4989,-0.2551819,-0.3122336,-0.2678009,338.0555,240.1337,7.565537
0.865798,0.0502853,0.03260491,-0.06288775,329.2938,269.915,351.4965,-0.2548447,-0.3135593,-0.2709424,338.7192,239.2509,7.95877
0.8776653,0.05025508,0.03261397,-0.06272116,329.2869,269.9203,351.4696,-0.2545223,-0.3147962,-0.2739757,339.3339,238.4708,8.023079
0.8883991,0.05029403,0.03265129,-0.06243841,329.2505,269.8679,351.4136,-0.2540545,-0.3159455,-0.2771199,339.7734,237.8149,8.243479
0.9005443,0.05022573,0.0326684,-0.06221694,329.2953,269.8469,351.4444,-0.2533409,-0.3169124,-0.2801503,339.9125,237.1125,8.548106
0.9125689,0.05025929,0.0327398,-0.06188618,329.2878,269.7875,351.4036,-0.252371,-0.3175885,-0.2829399,339.8725,236.4915,8.783943
0.924348,0.05024569,0.03277354,-0.06164576,329.2484,269.7268,351.423,-0.2515935,-0.3183521,-0.2854488,339.7238,236.0919,8.78571
0.9353739,0.05036984,0.03288053,-0.06139218,329.2476,269.6731,351.3682,-0.2508747,-0.3192255,-0.2876539,339.4318,235.8188,8.526019
0.9467127,0.05037704,0.03292064,-0.06110064,329.1841,269.6104,351.3935,-0.2502066,-0.3201693,-0.2897314,339.267,235.5929,7.962146
0.958105,0.05034052,0.03296195,-0.0609022,329.1613,269.5919,351.4245,-0.2493106,-0.3209328,-0.2921458,339.2183,235.2315,7.627118
0.9694771,0.05029289,0.03304115,-0.06069286,329.1469,269.5841,351.3963,-0.2480228,-0.3215326,-0.2948686,338.9672,234.4648,7.647468
0.9810383,0.05030087,0.0331347,-0.06041422,329.0761,269.5594,351.3762,-0.2466188,-0.3220182,-0.2976868,338.5375,233.5553,7.691072
0.9921297,0.05025755,0.03318125,-0.06020925,329.0533,269.5373,351.3846,-0.2450016,-0.3223299,-0.3005445,337.9738,232.588,7.758101
1.003603,0.05020621,0.03325795,-0.05995785,329.0269,269.5108,351.3651,-0.2434042,-0.3226964,-0.3033438,337.5049,231.7428,7.866324
1.014639,0.05021388,0.03333876,-0.05962004,328.9917,269.4344,351.3658,-0.2420283,-0.3232193,-0.3062802,337.4147,230.9963,7.978711
1.026249,0.05016513,0.03338911,-0.05946849,329.0019,269.4439,351.3209,-0.2407148,-0.3237877,-0.3092227,337.4313,230.307,8.14568
1.037533,0.05018268,0.03344434,-0.05923446,328.9744,269.4206,351.2926,-0.2395695,-0.3244847,-0.3121598,337.6282,229.6096,8.43141
1.048641,0.05000868,0.03340045,-0.05911439,328.9657,269.4394,351.314,-0.2386253,-0.3252878,-0.3148524,337.8478,229.1282,8.621847
1.05971,0.04999263,0.03341261,-0.05888819,328.9639,269.3976,351.3164,-0.2377749,-0.3260802,-0.3173364,338.0368,228.8782,8.854027
1.070962,0.04998595,0.03342586,-0.05865949,328.9164,269.3679,351.258,-0.2369786,-0.3268824,-0.3197258,338.1581,228.5147,9.076185
1.082159,0.04993044,0.0334167,-0.05855839,328.9269,269.3705,351.2466,-0.2364287,-0.3277596,-0.321761,338.3212,228.1741,9.074501
1.093307,0.04991975,0.03338574,-0.05838454,328.9033,269.3215,351.2342,-0.2359962,-0.3286833,-0.3237374,338.5684,227.9413,9.028348
1.104889,0.04996531,0.03337531,-0.05819505,328.9168,269.2341,351.2239,-0.2356436,-0.3294545,-0.3256361,338.9456,227.8523,9.049958
1.115545,0.04995188,0.03331451,-0.05805269,328.874,269.1593,351.1316,-0.2350623,-0.3300241,-0.3277721,339.2843,227.5032,9.503707
1.126662,0.04989516,0.03327321,-0.05795413,328.9418,269.1332,351.1548,-0.2344679,-0.3305461,-0.3296875,339.4406,226.8656,9.812346
1.137779,0.04980443,0.03322094,-0.05787853,328.9261,269.0989,351.1449,-0.2343277,-0.3309701,-0.3311325,339.5998,226.5005,9.515584
1.149076,0.04970143,0.03319595,-0.05784877,328.9369,269.1061,351.1056,-0.2344631,-0.3313566,-0.3323836,339.8844,226.0503,8.928823
1.160074,0.04966466,0.03313517,-0.057716,328.9556,269.0035,351.0899,-0.234428,-0.3318193,-0.33317,339.98,225.8721,8.338924
1.171258,0.0496184,0.03311495,-0.05768025,328.957,268.9888,351.0846,-0.2344371,-0.3322242,-0.3337218,340.1366,226.0936,8.019749
1.182409,0.04951894,0.03307525,-0.05761077,328.9455,268.9588,351.0916,-0.2344456,-0.3325768,-0.3335134,340.3211,227.2135,7.921682
1.193527,0.04948152,0.03308367,-0.0575643,328.9871,268.9557,351.0753,-0.2344564,-0.3329932,-0.3332271,340.5671,228.106,8.324428
1.204618,0.04940734,0.03305907,-0.05750822,328.9805,268.9326,351.0607,-0.2345582,-0.3331028,-0.3328997,341.0015,228.898,8.601282
1.215848,0.04933163,0.0330439,-0.05744976,328.9907,268.9216,351.0635,-0.2335213,-0.3337063,-0.3315212,340.8328,229.4282,9.255553
1.226982,0.04937554,0.03303985,-0.05742239,328.9982,268.8989,351.0343,-0.2335629,-0.3340458,-0.329974,341.1882,229.3126,9.411409
1.23799,0.04941684,0.03303707,-0.05741194,328.996,268.8983,350.9956,-0.234415,-0.3341745,-0.3279577,341.8239,230.5296,8.844051
1.248762,0.04937547,0.03302936,-0.05734816,328.9984,268.8806,351.0174,-0.2350547,-0.3343018,-0.3254512,341.6268,231.6815,8.595108
1.260333,0.04947428,0.03305801,-0.0573242,328.9955,268.8809,350.9932,-0.2362028,-0.3344311,-0.3225455,342.0542,232.7114,8.047595
1.271605,0.0495124,0.03307167,-0.05728711,328.9735,268.8932,350.9855,-0.2375819,-0.3348064,-0.3195447,342.6791,233.9137,7.40961
1.282571,0.04971781,0.03314335,-0.05728119,328.9527,268.8999,350.925,-0.2399359,-0.3355891,-0.3156141,343.8285,235.8402,6.319617
1.293372,0.04980282,0.03319829,-0.05727157,328.9279,268.9251,350.8956,-0.2425478,-0.3366284,-0.3112102,345.219,238.1267,5.352715
1.304837,0.04995023,0.03326287,-0.05727728,328.876,268.9451,350.8604,-0.2449711,-0.3377372,-0.3068671,346.5806,240.3765,4.724813
1.315924,0.05000431,0.03331279,-0.05727969,328.8747,268.953,350.8431,-0.2476169,-0.339065,-0.3021633,348.3618,243.1295,4.662699
1.32719,0.05013816,0.03337182,-0.05731783,328.8561,268.9592,350.8134,-0.2497812,-0.3401179,-0.2978691,350.1716,245.7746,5.672394
1.33872,0.05015189,0.03340121,-0.05733399,328.8634,268.9776,350.8235,-0.2512102,-0.3406089,-0.2938922,351.5612,248.0678,7.295
1.34945,0.05025095,0.03344872,-0.05738268,328.8632,268.9766,350.8073,-0.2521777,-0.3407847,-0.2895328,352.4711,250.2902,8.634037
1.360504,0.05052448,0.03353323,-0.05752917,328.8385,268.9973,350.8255,-0.2525892,-0.3405036,-0.284965,353.0435,252.1543,9.960352
1.371729,0.05077298,0.03364017,-0.05764188,328.8421,268.997,350.8651,-0.2531407,-0.3402551,-0.2801914,353.1547,253.5946,10.18136
1.383184,0.05099349,0.03374069,-0.05774147,328.7804,268.9828,350.889,-0.2537433,-0.3402223,-0.2753984,353.0727,255.1208,9.888241
1.393794,0.05142755,0.03394417,-0.05791003,328.6821,269.0463,350.9453,-0.2539336,-0.3402552,-0.2707185,352.9803,256.0958,9.422587
1.405142,0.05174888,0.03411449,-0.05801471,328.558,269.1336,350.9293,-0.254239,-0.3401447,-0.2657563,353.2056,257.2711,8.783741
1.416042,0.05194319,0.03426115,-0.05801219,328.4643,269.3016,350.9712,-0.2543792,-0.33994,-0.2606571,353.3725,259.1112,8.141413
1.426883,0.05213843,0.03441177,-0.0579907,328.4033,269.3748,350.9664,-0.254491,-0.3396468,-0.255572,353.5544,260.8641,7.916997
1.438636,0.05223786,0.03452803,-0.05802602,328.3198,269.4698,350.9168,-0.2542465,-0.3391623,-0.250764,353.6689,262.7174,8.089187
1.44961,0.05230496,0.03460459,-0.05804231,328.2341,269.5657,350.9797,-0.2540424,-0.3383956,-0.2460538,353.7449,264.6442,8.506642
1.460513,0.05238978,0.03469308,-0.05809969,328.1602,269.6593,350.9743,-0.2537089,-0.3372746,-0.2415943,353.7841,266.5509,9.162236
1.471703,0.05250653,0.03483374,-0.0581876,328.2165,269.777,350.9871,-0.2538877,-0.3364976,-0.2377333,354.0495,267.9138,9.558852
1.482631,0.05252438,0.03488777,-0.05822347,328.1817,269.8345,350.9921,-0.2540716,-0.3360167,-0.2340925,354.4934,268.8902,9.534993
1.493737,0.05258548,0.03495985,-0.05822416,328.1823,269.9178,351.0422,-0.2539595,-0.3355464,-0.2305286,354.7749,269.992,9.378484
1.504803,0.05260843,0.03504065,-0.05827394,328.1499,270.0258,351.0018,-0.2539988,-0.3346746,-0.2271234,354.4736,270.7529,8.953176
1.515914,0.05268753,0.03510602,-0.05831315,328.0841,270.1319,351.0179,-0.2538476,-0.3337468,-0.2241479,353.6298,271.0832,8.338838
1.527652,0.05271438,0.03519911,-0.05834796,328.006,270.2578,351.0162,-0.2531075,-0.3330203,-0.2211518,353.1247,271.1085,8.135188
